"Alter","Geschlecht","Beruf","Bruttoeinkommen","Vermoegen","Kredithoehe","Kreditausfall"
50,"Mann","Angestellter",55304.98,135884.289119424,1262.06,0
46,"Frau","Selbstständiger",51159.31,153155.362123126,21800.6,1
27,"Frau","Angestellter",59653,91301.3928311993,25761.35,1
29,"Mann","Angestellter",59352.86,103919.679545312,8713.2,0
53,"Mann","Angestellter",25778.84,76641.8800232207,23808.33,1
61,"Frau","Angestellter",82203.08,120412.314896179,48663.8,0
28,"Frau","Angestellter",23450.14,88372.582604084,23811.93,1
58,"Frau","Angestellter",99842.23,155757.91194547,33309.14,0
56,"Frau","Angestellter",55179.15,183645.072106421,19105.36,0
44,"Mann","Angestellter",49246,115340.88921928,13969.1,0
48,"Mann","Angestellter",44730.25,154432.087697583,21644.52,0
39,"Mann","Angestellter",122870.27,230733.880456439,16599.47,0
36,"Mann","Angestellter",41388.99,173355.207738006,24795.86,0
44,"Frau","Angestellter",126805.92,301810.90618329,71152.04,0
58,"Frau","Angestellter",65140.61,145759.500978338,8661.57,0
46,"Mann","Angestellter",55139.61,199163.929966029,18797.65,0
49,"Frau","Angestellter",92099.31,170727.554344138,1731.55,0
57,"Mann","Angestellter",40455.54,105592.786593291,22644.01,0
53,"Mann","Angestellter",58644.25,158458.292024438,15673.5,0
64,"Mann","Angestellter",60289.01,128310.366521522,23722.5,0
48,"Frau","Angestellter",139193.27,358391.202337849,404.76,0
79,"Mann","Rentner",14421.58,123690.754514509,23811.73,1
31,"Frau","Angestellter",88801.96,165727.266034167,25600.64,0
61,"Frau","Angestellter",61077.99,68445.9861502267,29559.08,1
60,"Frau","Selbstständiger",60868.48,129475.310949968,14005.67,1
21,"Mann","Angestellter",37591.78,77637.9325132543,23811.7,1
68,"Mann","Rentner",8852.21,27010.4651274197,23800.67,1
54,"Mann","Angestellter",65651.1,153738.623579821,38297.89,1
43,"Mann","Angestellter",75048.37,202867.619386366,22108.6,0
39,"Frau","Angestellter",93262.37,227232.49691247,47671.95,0
55,"Mann","Selbstständiger",34668.92,90192.7996978306,23808.84,1
53,"Mann","Angestellter",30088.47,70618.0397410156,23810.26,1
19,"Frau","Beamter",62060.87,78276.617235636,36300.32,1
52,"Frau","Angestellter",48045.69,162154.322890887,17977.08,1
56,"Mann","Angestellter",54308.08,148276.936108941,30428.81,0
62,"Mann","Angestellter",36452.86,68941.7331912903,23810.99,1
58,"Frau","Selbstständiger",54626.68,68856.0655481827,29602.86,1
57,"Mann","Angestellter",57913,95188.7994926326,29419.05,1
64,"Frau","Angestellter",56411.08,84620.3057762845,19111.8,1
56,"Mann","Angestellter",42261.15,132729.438889415,25216.76,1
65,"Frau","Rentner",15977.86,49085.7461206213,23806.14,1
63,"Frau","Angestellter",29971.56,47006.3842451449,23811.87,1
37,"Frau","Angestellter",54635.72,184250.865613723,28014.22,0
48,"Mann","Angestellter",46153.4,162964.26966046,13476.05,0
59,"Mann","Angestellter",52602.89,73626.2038682186,24091.27,1
67,"Mann","Rentner",12626.46,33661.7586558584,23809.75,1
25,"Mann","Angestellter",83242.54,81792.2145678381,37676.19,0
44,"Mann","Angestellter",94733.14,239553.756457334,44876.32,0
38,"Mann","Angestellter",96269.38,280875.793263666,45418.61,0
33,"Mann","Angestellter",49440.8,95469.8626157287,29223.09,1
39,"Frau","Angestellter",30278.02,95702.2580824313,23811.94,0
26,"Mann","Angestellter",42266.21,100369.849819225,24363.23,1
58,"Mann","Angestellter",92530,146767.939694599,47962.27,0
26,"Frau","Angestellter",52136.63,62777.8802642765,29040.43,1
73,"Mann","Rentner",24123.27,74813.4156389662,23811.83,1
56,"Frau","Angestellter",42024.12,73177.5091357647,25212.25,1
42,"Mann","Angestellter",64586.53,112686.956262256,38113.02,1
56,"Mann","Angestellter",45237.03,230199.265986115,25895.32,0
53,"Mann","Selbstständiger",51644.15,159513.911885696,30900.82,1
56,"Frau","Angestellter",66999.28,129261.706870347,3538.45,0
59,"Frau","Angestellter",88236.88,187283.866192874,27405.02,0
65,"Mann","Rentner",9582.62,104635.504356698,23808.54,1
73,"Mann","Selbstständiger",77905.18,122667.183536478,1098.13,1
45,"Mann","Angestellter",42414.31,150432.112855149,24999.74,0
52,"Mann","Angestellter",196286.16,324516.718501682,10240.73,0
53,"Mann","Angestellter",45376.75,120854.785187927,24989.11,0
36,"Mann","Angestellter",38771.8,93766.5730796575,23811.27,1
58,"Frau","Angestellter",84614.05,164623.643853358,151.12,0
60,"Mann","Angestellter",50582.19,87021.1177314249,7825.87,1
34,"Frau","Angestellter",89466.87,251193.890106526,46277.79,0
63,"Mann","Angestellter",70851.23,83408.1275075861,9750.15,0
26,"Frau","Angestellter",33194.24,117007.787240537,23811.67,0
41,"Mann","Angestellter",62393.41,166036.08157889,35567.14,1
48,"Mann","Beamter",69625.02,187145.275029361,26570.79,0
35,"Mann","Angestellter",62415.72,176692.2959228,29202.47,0
43,"Frau","Angestellter",53136.42,119244.528003844,24397.37,0
29,"Frau","Angestellter",53457.39,145907.822431773,27239.81,1
36,"Mann","Selbstständiger",25029.2,121077.448752587,23811.93,1
56,"Frau","Angestellter",45685.36,73256.8353441492,4231.41,0
63,"Mann","Angestellter",149335.79,266418.2505033,11402.38,0
65,"Mann","Selbstständiger",80333.38,113859.69869613,45618.09,1
44,"Mann","Selbstständiger",18635.61,102427.793395969,23811.69,1
50,"Mann","Angestellter",83212.84,248135.001731801,47547.34,0
29,"Mann","Angestellter",48645.21,95661.0376901597,22469.17,1
52,"Frau","Angestellter",53372.18,141856.425554064,15517.05,0
41,"Mann","Angestellter",95267.35,175715.698258848,39708.97,0
53,"Frau","Angestellter",80669.7,144280.049810159,47622.58,0
38,"Frau","Angestellter",177774.96,433920.56999826,37500.37,0
51,"Mann","Angestellter",96946.55,206459.750508821,54315.33,0
20,"Mann","Angestellter",76614.97,91838.1938212664,3671.77,0
32,"Mann","Angestellter",18668.89,59025.9278046559,23811.25,1
38,"Frau","Angestellter",32742.36,146871.981617947,23811.13,1
62,"Mann","Angestellter",49990.33,90787.28019707,16728.87,1
51,"Frau","Angestellter",72129.07,161124.842750613,15843.88,0
34,"Mann","Angestellter",63887.92,85673.5814727287,33415.34,0
41,"Mann","Angestellter",44591.4,246943.33966967,23614.97,0
53,"Frau","Angestellter",39093.62,126395.6276733,23811.73,1
55,"Frau","Angestellter",76249.7,149586.739467092,151.82,0
43,"Frau","Angestellter",61865.82,165820.388782185,13421.27,1
53,"Frau","Angestellter",39227.56,117471.263201008,23811.82,1
31,"Mann","Angestellter",35285.99,87605.4361981316,23811.89,1
38,"Mann","Angestellter",29182.19,106640.285912941,23811.9,1
22,"Mann","Angestellter",68126.2,59365.1609226382,18364.36,0
35,"Frau","Angestellter",70314.36,229148.043980016,41090.02,0
52,"Mann","Angestellter",38472.52,112121.205152398,23811.91,0
67,"Frau","Rentner_Pension",34458.19,63323.8708157082,23811.14,1
53,"Frau","Angestellter",98638.08,188290.155937622,283.99,0
64,"Frau","Angestellter",56228.85,65859.1786065616,19841.94,1
21,"Frau","Angestellter",56912.97,116463.200446579,7741.72,1
27,"Mann","Angestellter",124325.89,149623.564324157,54318.13,0
52,"Frau","Angestellter",205993.25,398279.175968677,32767.18,0
58,"Mann","Angestellter",72195.15,108230.99140886,23931.01,1
54,"Frau","Angestellter",121353.86,205294.62032269,288.09,0
24,"Mann","Angestellter",31795.98,96438.7952577998,23808.66,0
26,"Frau","Selbstständiger",76047.22,155808.597836964,37387.66,1
27,"Frau","Angestellter",49982.56,68424.0519698265,24423.6,1
43,"Frau","Angestellter",104794.8,247994.249593896,18473.14,0
30,"Mann","Angestellter",135790.03,199397.439515871,60969.96,0
61,"Frau","Angestellter",116228.44,153920.190207507,47846.91,1
54,"Frau","Beamter",67526.82,164333.353665883,38782.39,1
54,"Frau","Angestellter",44037.43,161255.161020069,25942.54,1
44,"Mann","Selbstständiger",25185.04,147075.530721784,23810.52,1
45,"Frau","Beamter",86872.59,243888.878627375,4369.78,0
47,"Mann","Angestellter",58538.11,171066.830451799,33972.69,0
57,"Frau","Angestellter",26372.87,68556.7779402963,23811.42,0
28,"Frau","Angestellter",96828.58,330020.125644082,128.59,0
72,"Frau","Angestellter",51479.47,124845.37345019,19038.57,1
58,"Frau","Selbstständiger",60183.11,82855.9790931543,10932.49,1
59,"Frau","Selbstständiger",62868.14,92869.2413730297,26193.74,1
57,"Mann","Selbstständiger",67613.57,113250.593797576,16757.34,1
37,"Mann","Angestellter",193072.4,402814.419943998,101370.28,0
32,"Mann","Angestellter",136341.6,219045.044062559,70582.03,0
44,"Frau","Angestellter",45112.43,156764.696906411,23742.57,1
29,"Mann","Beamter",70666.69,283825.990866841,29946.67,0
46,"Frau","Angestellter",94302.14,268955.976813231,10684.47,0
49,"Frau","Angestellter",90509.67,267386.725512358,8450.59,0
56,"Mann","Angestellter",59268.57,142933.357708158,30220.57,0
41,"Frau","Angestellter",89482.48,218239.07296965,10997.19,0
38,"Frau","Beamter",57487.29,133409.604892934,18685.34,0
62,"Mann","Angestellter",67017.9,115351.762539468,1929.9,0
38,"Mann","Angestellter",131877.86,413536.933396718,200.97,0
49,"Mann","Angestellter",52504.36,178663.564656924,30619.88,1
69,"Mann","Angestellter",41763.04,67939.2100804324,22848.82,0
70,"Frau","Angestellter",71984.96,78250.8966895862,4069.19,0
57,"Mann","Angestellter",75536.89,125450.987545009,34356.01,1
57,"Frau","Angestellter",49548.92,108023.754749798,22998.22,1
56,"Mann","Angestellter",66966.41,290487.598649845,21095.27,0
21,"Mann","Angestellter",68912.99,63218.8510041206,23398.2,0
52,"Frau","Angestellter",75806.61,192967.991726356,32658.59,0
38,"Frau","Angestellter",46295.44,163389.041705899,27653.31,1
30,"Frau","Angestellter",48458.37,110644.586749243,28217.68,0
33,"Frau","Angestellter",54894.99,88943.1532790018,30981.76,1
56,"Frau","Angestellter",51439.44,75597.2695201161,11751.92,0
60,"Frau","Selbstständiger",29482.72,73019.2375316549,23810.73,1
72,"Mann","Rentner",24504.91,80690.1377560644,23811.73,1
48,"Frau","Angestellter",88807.06,172967.970940804,1882.53,0
33,"Mann","Angestellter",39121.99,92846.0500371374,23811.75,1
39,"Frau","Angestellter",50545.39,126686.206172255,24993.1,1
74,"Frau","Rentner",27927.32,53731.9951663242,23808.83,1
56,"Frau","Angestellter",73880.84,214417.785263824,41277.14,0
60,"Mann","Angestellter",21953.32,76423.5835729182,23811.53,1
52,"Mann","Angestellter",39547.57,126893.126295243,23811.28,1
44,"Mann","Selbstständiger",67955.96,201231.326019331,29690.04,1
66,"Frau","Rentner",25202.08,55363.3059948048,23811.29,1
24,"Mann","Angestellter",111804.67,96396.8643133971,19214.64,0
58,"Mann","Angestellter",64988.35,189152.042352016,24793.72,0
59,"Mann","Angestellter",71666.46,128876.03981967,7236.71,0
65,"Mann","Angestellter",126110.35,122961.570982396,23889.51,0
38,"Frau","Angestellter",75643.02,270061.900579213,4451.54,0
43,"Frau","Angestellter",80529.17,156078.036864457,46404.14,0
49,"Mann","Angestellter",83387.12,308616.224084325,11323.67,0
29,"Frau","Angestellter",45129.91,53517.0879100104,26667.71,1
34,"Mann","Selbstständiger",55809.15,142527.332292991,33457.3,1
27,"Frau","Angestellter",56113.5,93550.5501345369,27941.01,1
61,"Frau","Angestellter",116361.22,131304.760453303,69755.7,0
41,"Mann","Angestellter",89024.16,185773.410102364,8241.98,0
28,"Frau","Angestellter",37243.94,73521.9085214233,23811.93,1
36,"Mann","Angestellter",98952.19,253031.581381982,39112.54,0
62,"Frau","Angestellter",60909.58,97853.8957363042,32376.1,1
56,"Mann","Angestellter",33809.33,96991.3624742688,23811.91,1
23,"Mann","Angestellter",84628.08,106132.344726978,46047.21,0
73,"Frau","Angestellter",54380.26,57636.6970897682,24008.1,1
64,"Frau","Angestellter",54965.53,71821.4361996486,24260.93,1
38,"Mann","Angestellter",60682.42,163075.913345108,35073.6,0
35,"Frau","Angestellter",43581.8,164447.624699373,20824.89,0
21,"Frau","Angestellter",76506.4,131949.023737757,31596.02,0
42,"Frau","Angestellter",103019.15,287546.598413962,575.65,0
56,"Mann","Angestellter",22890.06,157608.159017135,23810.34,0
22,"Mann","Angestellter",47816.4,128670.954465769,25132.66,0
64,"Mann","Angestellter",73949.49,108049.322854071,19979.61,1
71,"Mann","Rentner",10959.01,21384.0003057571,23811.91,1
23,"Mann","Angestellter",28899.61,109418.72185771,23811.51,1
54,"Mann","Angestellter",105907.28,160865.536142075,61410.68,0
63,"Mann","Angestellter",89728.41,118026.118724553,12804.12,0
44,"Frau","Angestellter",56774.37,164022.502313335,16346.65,1
22,"Mann","Angestellter",38171.5,115177.033683063,23810.9,0
60,"Frau","Beamter",72014.19,95092.5845208202,22502.31,1
56,"Mann","Angestellter",68571.63,112154.78998568,41137.16,1
55,"Frau","Angestellter",43233.17,99007.4175688826,25469.88,1
47,"Frau","Angestellter",90362.97,302495.418473149,1326.22,0
27,"Frau","Angestellter",52106.23,128927.408034186,21332.97,1
58,"Mann","Angestellter",39880.43,59352.6903483878,23663.32,1
35,"Frau","Angestellter",110580.49,193978.226388321,10027.54,0
54,"Mann","Angestellter",53937.11,132960.347315867,22890.23,1
68,"Mann","Selbstständiger",43971.8,85702.9545889377,25442.04,1
68,"Mann","Rentner",13401.77,48571.4537654538,23811.83,1
29,"Frau","Angestellter",72514.15,154708.521147916,26550.87,0
42,"Mann","Angestellter",45397.28,180366.180589446,27086.57,1
27,"Mann","Angestellter",44739.96,223915.214508331,26703.06,0
40,"Mann","Angestellter",68147.76,205720.797254608,1886.06,0
73,"Mann","Angestellter",17535.07,33285.945863024,23807.54,1
38,"Mann","Angestellter",125352.98,231701.582632065,25149.12,0
23,"Mann","Angestellter",79746.08,70999.3108029386,46014.44,0
38,"Mann","Angestellter",52944.57,139556.021187896,28960.25,0
30,"Frau","Angestellter",38650.95,92166.5361181893,23809.96,1
53,"Frau","Angestellter",79524.59,215200.998006851,29227.41,0
72,"Frau","Rentner",32075.12,35269.2003928593,23811.76,1
38,"Frau","Beamter",64582.25,230601.749164401,34981.94,1
55,"Mann","Angestellter",31828.54,87616.6255636369,23810.94,1
31,"Mann","Angestellter",39464.7,160806.570409618,23809.95,0
55,"Frau","Angestellter",24641.16,84636.9190653304,23811.92,0
53,"Mann","Angestellter",71906.96,126357.385257046,25004.38,0
31,"Frau","Angestellter",35081.45,168734.269811562,23810.25,0
30,"Mann","Angestellter",35562.38,66610.2405436409,23809.98,1
33,"Mann","Angestellter",54592.71,120941.436432117,9726.69,0
51,"Mann","Selbstständiger",27173.69,140052.939892626,23810.03,1
70,"Mann","Rentner",12624.15,40592.8306541576,23811.65,1
73,"Frau","Rentner",25779.27,62476.7664723847,23811.83,1
44,"Mann","Beamter",53127.19,130490.963181784,20960.61,0
54,"Frau","Angestellter",76098.61,180563.626819168,35401.62,0
42,"Mann","Angestellter",51367.18,99885.9093841017,29120.4,1
55,"Mann","Angestellter",48172.86,99072.220737151,24203.51,0
28,"Mann","Angestellter",63074.61,121705.103197711,25971.08,0
67,"Frau","Rentner",17683.59,49753.3352058258,23811.52,1
34,"Mann","Angestellter",58551.82,132495.690581989,34689.01,1
59,"Mann","Beamter",46250.94,91638.7543781184,25825.13,1
49,"Frau","Angestellter",93205.23,377877.476767476,1459.69,0
62,"Frau","Angestellter",131532.87,203603.214021787,7432.5,0
59,"Frau","Angestellter",56871.63,107663.859982658,32657.29,0
60,"Frau","Angestellter",27614.64,92404.6293502519,23810.41,1
55,"Mann","Beamter",63449.17,178733.31037629,15381.95,0
64,"Mann","Angestellter",83253.5,122159.406662364,49713.11,1
39,"Frau","Angestellter",94130.49,164337.313560005,105.24,0
32,"Frau","Angestellter",76136.86,176755.061239077,2113.82,1
54,"Mann","Angestellter",105227.63,221410.31283742,60004.56,0
27,"Mann","Angestellter",57882.54,182117.902292276,33461.53,0
60,"Mann","Selbstständiger",255014.52,338155.964896043,128099.99,0
55,"Mann","Selbstständiger",38143.99,97918.8175933355,23808.12,1
33,"Frau","Angestellter",37457.78,154884.909192713,23811.13,1
34,"Mann","Angestellter",108695.79,186652.927162931,52050.25,0
58,"Frau","Angestellter",148112.08,240653.500889919,100,0
56,"Mann","Angestellter",112072.82,200557.548591077,22412.47,0
42,"Frau","Angestellter",45219.14,167406.416027863,18016.11,1
45,"Mann","Angestellter",71657.79,236592.895734508,10630.08,0
25,"Frau","Angestellter",54153.05,161305.637328597,32274.08,0
40,"Frau","Angestellter",40341.16,149108.117470881,23932.45,0
46,"Frau","Angestellter",94734.97,209346.631387227,46482.84,0
37,"Frau","Beamter",76313.1,174541.933827022,20644.12,0
54,"Frau","Angestellter",78807.98,287860.353625241,46785.24,0
57,"Mann","Angestellter",141879.96,303329.157662821,2493.62,0
46,"Frau","Angestellter",78398,123024.685803409,11138.59,0
48,"Mann","Angestellter",45990.5,110118.551094173,24984.72,0
45,"Frau","Angestellter",97609.31,273708.377791435,36724.51,0
43,"Mann","Angestellter",58601.51,182724.602828143,16043.84,0
58,"Mann","Angestellter",51181.96,116045.872175987,25757.88,0
25,"Frau","Angestellter",46591.09,163924.038849162,26845.82,0
36,"Frau","Angestellter",93984.81,183026.374869884,52490.73,0
26,"Mann","Angestellter",44723.51,98116.0937051782,25224.2,0
58,"Mann","Angestellter",62986.86,132117.459775629,10536.78,0
41,"Frau","Angestellter",44758.73,124531.227712836,26834.07,1
66,"Mann","Rentner",3065.77,12540.3720127444,23811.78,1
63,"Mann","Angestellter",42451.19,77342.1169586251,24818.97,1
32,"Mann","Angestellter",85195.26,132270.554768226,9688.3,0
57,"Mann","Angestellter",124969.23,216636.328365035,5054.51,0
62,"Mann","Angestellter",139314.08,177128.864823181,2877.2,0
36,"Mann","Angestellter",39946.53,93024.568210099,23931.5,1
48,"Mann","Angestellter",92831.32,170673.162057707,22529.37,0
36,"Frau","Angestellter",69675.88,161804.400947242,1235.48,0
26,"Frau","Angestellter",31505.63,52650.9994381502,23811.68,1
74,"Frau","Rentner",10456.03,32733.3409525218,23810.56,1
30,"Mann","Angestellter",50208.52,64592.4604741788,24334.07,0
24,"Mann","Angestellter",67066.54,75951.6966861827,24527.44,0
34,"Frau","Angestellter",46122.86,74360.842772341,20081.31,0
68,"Mann","Rentner",23304.44,38702.5625042717,23811.69,1
50,"Mann","Angestellter",49014.88,101326.214945591,23127.56,1
63,"Mann","Selbstständiger",35109.75,73755.1432616795,23810.55,1
32,"Frau","Angestellter",32526.32,75304.4647876033,23811.29,1
60,"Frau","Angestellter",39106.2,87476.9590718776,23811.5,1
52,"Mann","Angestellter",53615.38,247767.026981908,18909.92,0
61,"Frau","Angestellter",42505.04,59021.005049102,24959.18,1
70,"Frau","Angestellter",31406.11,47604.2537729713,23811.59,1
53,"Frau","Angestellter",122499.93,242280.519847416,2583.35,0
53,"Frau","Angestellter",52015.29,139617.398928503,26327.63,0
35,"Mann","Angestellter",65506.97,236576.84942298,27930.42,0
23,"Frau","Angestellter",39331.26,73888.5204720683,23811.21,1
30,"Mann","Angestellter",51726.35,127246.371206145,30785.14,0
56,"Frau","Angestellter",54304.25,87279.2831188513,22655.44,0
22,"Frau","Selbstständiger",76788.7,239242.717683939,1954.34,0
57,"Mann","Angestellter",38416.32,100882.683308312,23810.58,1
63,"Frau","Angestellter",43711.21,53317.3889160086,25872.77,1
46,"Frau","Angestellter",70766.22,157700.784545532,6494.05,0
48,"Frau","Angestellter",106981.36,219111.269932273,43725.43,0
66,"Mann","Rentner",7998.25,34001.1930546151,23810.76,1
64,"Mann","Angestellter",127604.71,152892.841499422,364.74,0
52,"Mann","Selbstständiger",30352.69,126166.238817355,23811.65,1
51,"Frau","Angestellter",70844.55,284845.366221156,42394.45,0
66,"Frau","Rentner",13403.17,50150.5621103887,23810.24,1
52,"Frau","Angestellter",57992.78,179049.031437641,12184.7,0
21,"Mann","Angestellter",92598.03,32904.1139363367,33932.62,0
57,"Mann","Angestellter",135874.63,180666.638310297,930.89,0
72,"Frau","Rentner",15738.75,26389.7821059122,23808.68,1
31,"Mann","Angestellter",26761.11,135724.154617114,23811.63,1
24,"Mann","Angestellter",87614.87,100015.751466934,9416.3,0
34,"Mann","Angestellter",53740.11,204926.23041305,6375.7,0
72,"Frau","Rentner",15662.21,30987.7939161525,23810.84,1
33,"Mann","Angestellter",58376.88,166755.32207013,20257.76,0
55,"Mann","Angestellter",125991.49,213399.255518685,33794.46,0
33,"Frau","Angestellter",77128.67,136082.320315704,44018.76,0
74,"Frau","Rentner",11535.8,61062.9321913973,23810.19,1
38,"Frau","Angestellter",60416.56,160343.465949544,34858.05,1
43,"Mann","Angestellter",35639.32,164171.931587209,23811.79,0
35,"Mann","Angestellter",62692.89,248749.08771182,33431.67,0
52,"Mann","Angestellter",65894.96,135531.232228295,8487.68,1
52,"Mann","Angestellter",67112.89,149272.647056149,35439.38,0
60,"Mann","Angestellter",105026.37,195850.845307449,782.81,0
38,"Frau","Angestellter",100557.22,188235.578027368,54626.73,0
36,"Mann","Angestellter",77317.52,224791.920969263,40767.03,0
70,"Mann","Rentner_Pension",32190.48,48636.5881666092,23808.84,1
20,"Mann","Angestellter",57676.13,115576.66886088,6473.87,0
24,"Mann","Angestellter",22845.06,248426.050301911,23810.19,0
42,"Mann","Angestellter",91564,182920.039214537,50527.31,0
51,"Frau","Angestellter",71826.15,268399.163650208,685.78,0
37,"Mann","Angestellter",57365.76,111263.767269162,12246.6,0
35,"Mann","Selbstständiger",63930.4,117718.025341688,36297.45,1
73,"Mann","Selbstständiger",45705.64,55295.609777516,27406.86,1
66,"Mann","Rentner",22942.05,80450.1630344572,23811.54,1
70,"Frau","Rentner",10993.82,39762.9927544266,23811.91,1
33,"Mann","Angestellter",135148.41,217697.801181652,350.17,0
74,"Frau","Rentner",20172.95,51587.0792433326,23810.54,1
42,"Frau","Angestellter",55413.09,271262.992348539,33214.48,0
62,"Mann","Angestellter",46141.43,61784.3340439848,23844.4,0
46,"Mann","Angestellter",71740.64,216548.516738956,17354.93,0
55,"Frau","Selbstständiger",47604.9,110138.470462954,28071.17,1
29,"Mann","Angestellter",73640.64,213372.820751762,1803.08,0
66,"Frau","Rentner",8111.07,29750.1174247381,23811.69,1
49,"Mann","Angestellter",46397.46,158720.818450885,27209.51,0
32,"Frau","Angestellter",34920.2,77108.6168869662,23811.64,0
66,"Frau","Rentner",28372.15,44178.8313709224,23811.81,1
57,"Mann","Angestellter",48780.66,121908.357457485,14680.42,1
44,"Frau","Angestellter",37237.39,127600.380916922,23811.87,1
45,"Mann","Angestellter",129650.9,663252.365251847,133.29,0
34,"Mann","Angestellter",80291.29,194893.973538808,37469.36,0
58,"Mann","Selbstständiger",38560.24,111813.006633559,23809.59,1
62,"Mann","Angestellter",36444.35,69711.6884238042,23811.4,0
39,"Frau","Angestellter",26104.51,144701.768095609,23811.92,1
39,"Frau","Angestellter",114461.3,272538.830825076,13366.31,0
46,"Frau","Angestellter",68090.37,174157.454645515,6448,0
29,"Mann","Angestellter",72240.78,100571.988505051,4504.28,1
55,"Mann","Angestellter",77928.26,227448.296582693,43239.3,0
47,"Mann","Angestellter",46816.62,170884.036244026,27920.45,0
67,"Frau","Rentner",9453.13,25374.8707609001,23811.26,1
58,"Mann","Angestellter",51274.96,110241.116409915,9534.19,0
46,"Mann","Angestellter",49306.49,123437.911628231,16271.14,1
43,"Frau","Angestellter",49618.18,154257.327830661,12050.63,0
32,"Mann","Angestellter",49410.65,238040.524010281,26368.5,0
65,"Mann","Rentner",17254.26,70711.7330965483,23811.17,1
30,"Mann","Angestellter",50368.83,66780.9188142413,24435.98,1
35,"Frau","Angestellter",39411.15,98590.5396744918,23811.83,1
52,"Frau","Angestellter",29735.24,137628.575694249,23808,0
58,"Mann","Angestellter",72561.1,131721.299030503,17666.14,0
43,"Frau","Beamter",89494.65,232983.693314604,25715.74,0
76,"Frau","Selbstständiger",102882.59,118941.783654578,49291.74,1
65,"Frau","Rentner",12738.8,50531.8441954024,23810.94,1
28,"Mann","Angestellter",73796.77,154478.643670442,28155.17,0
36,"Frau","Angestellter",229341.54,424809.351250429,100,0
35,"Frau","Angestellter",35563.24,103243.841810434,23811.33,0
62,"Mann","Angestellter",22169.2,75868.4033797215,23811.54,1
43,"Mann","Angestellter",27937.23,103529.045590965,23811.81,1
59,"Mann","Angestellter",78461,205891.568641042,35548.41,0
51,"Mann","Angestellter",53739.92,149154.252612589,14730.35,1
48,"Frau","Angestellter",77572.52,175317.090927331,13241.57,0
38,"Mann","Angestellter",83973.74,400683.966797802,49354.4,0
43,"Frau","Angestellter",86769.29,273246.932980899,47939.77,0
70,"Frau","Rentner",15427.02,73261.8315299853,23811.89,1
56,"Frau","Angestellter",161570.22,253376.82600937,22695.46,0
59,"Frau","Angestellter",25951.96,82732.6033962373,23811.8,1
42,"Mann","Angestellter",14080.55,127439.258903112,23809.74,1
65,"Mann","Rentner",11443.64,41369.1530325296,23811.71,1
24,"Frau","Angestellter",83622.79,125000.887594945,44085.56,0
60,"Frau","Angestellter",79176.47,141217.501229156,4423.24,0
54,"Mann","Angestellter",74191.72,164630.680412976,11724.18,0
34,"Mann","Selbstständiger",60206.46,101569.796418475,20415.84,1
43,"Mann","Angestellter",35643.08,60656.3025495546,23807.8,1
50,"Mann","Angestellter",87445.62,258187.158491374,6580.75,0
33,"Frau","Selbstständiger",32832.96,115159.510831075,23811.12,1
52,"Frau","Angestellter",191950.54,392967.483227355,987.31,0
41,"Frau","Selbstständiger",24163.49,111012.589592793,23811.54,1
55,"Frau","Angestellter",51671.27,143323.154551248,29905.51,0
51,"Mann","Angestellter",106062.83,410355.203403488,3900.35,0
27,"Mann","Angestellter",34639.58,79958.3030799815,23808.07,1
60,"Mann","Angestellter",36404.13,68781.7947052153,23810.03,0
61,"Mann","Angestellter",25178.99,71994.6060172384,23811.55,0
42,"Mann","Angestellter",67982.84,158635.42825628,30606.71,1
54,"Mann","Angestellter",56823.46,97587.3989335056,30814.86,1
67,"Frau","Rentner",9627.23,49559.7270246286,23811.83,1
31,"Mann","Angestellter",54041.42,91071.5489334684,20397.23,0
61,"Frau","Angestellter",83510.82,178491.675283508,12769.36,0
56,"Frau","Angestellter",48579.98,83056.7819862952,23682.11,0
44,"Frau","Angestellter",60109.33,244027.787468877,31176.71,0
44,"Mann","Angestellter",68069.9,287360.69709884,1982.87,0
29,"Mann","Angestellter",110617.59,110380.250087831,685.55,0
62,"Mann","Selbstständiger",35349.88,70773.613590643,23807.95,1
66,"Frau","Rentner",21358.18,28167.8547270691,23809.12,1
28,"Mann","Angestellter",196149.37,256571.913543769,8868.3,0
33,"Mann","Angestellter",46234.58,186012.531879808,15813.46,0
46,"Frau","Angestellter",24606.67,117179.542577853,23810.48,0
44,"Mann","Angestellter",50970.04,143540.480599646,20798.27,1
54,"Mann","Angestellter",33120.52,94476.0139591486,23811.3,0
36,"Mann","Angestellter",91128.84,284522.431261047,12937.19,0
59,"Mann","Angestellter",108215.24,160327.58358177,18071.28,0
56,"Frau","Angestellter",59658.61,177305.091113204,7374.06,0
36,"Mann","Angestellter",49756.46,117170.145106382,25237.13,0
64,"Mann","Angestellter",52408.41,146597.913275747,23611.99,0
59,"Mann","Angestellter",34189.93,58568.9179179646,23811.12,0
37,"Frau","Angestellter",158683.76,326960.080712158,118.3,0
58,"Mann","Angestellter",25050.72,63152.2043264201,23810.99,1
20,"Mann","Angestellter",61089.98,38615.7368618356,3799.27,0
69,"Mann","Rentner_Pension",29259.46,118729.651420456,23810.59,1
25,"Frau","Angestellter",95695.05,163292.259655547,45567.9,0
62,"Frau","Angestellter",78504.48,145596.636563595,14417.15,0
55,"Mann","Angestellter",110187.24,199493.791431658,3724.1,0
36,"Mann","Angestellter",72624.89,188992.029007774,40703.73,0
